,Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
3525,Only You - 2006 Remaster,Chicago,Now (Chicago XXXVI),2014,4:57,4,0.526,0.772,4,-9.411,0,0.039,0.0637,0.0,0.546,0.628,80.988,13
3526,While the City Sleeps - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,4:16,4,0.744,0.606,7,-9.117,1,0.0551,0.627,0.0,0.217,0.772,120.18,5
3527,Now More Than Ever - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,4:23,4,0.642,0.768,1,-8.882,1,0.032,0.0503,0.0334,0.509,0.302,119.987,3
3528,To Be Free - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,3:59,4,0.576,0.652,7,-8.559,1,0.129,0.0346,0.0,0.358,0.751,146.433,3
3529,State of the Union - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,5:12,4,0.501,0.783,4,-8.447,0,0.0627,0.0235,0.000173,0.0999,0.577,135.591,5
3530,At the Sunrise - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,3:44,4,0.711,0.905,0,-8.081,1,0.0448,0.054,0.0697,0.0509,0.888,120.031,4
3531,(I've Been) Searchin' So Long - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:58,4,0.652,0.512,2,-11.251,1,0.028,0.139,0.693,0.123,0.722,144.977,7
3532,Make Me Smile - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:07,4,0.259,0.333,0,-9.0,1,0.0302,0.896,0.325,0.114,0.284,87.988,1
3533,Feelin' Stronger Every Day - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:18,4,0.66,0.765,10,-6.489,0,0.0281,0.154,0.396,0.111,0.522,112.038,6
3534,In the Country - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:13,4,0.715,0.774,0,-6.479,0,0.0317,0.114,0.00215,0.0484,0.84,119.989,1
3535,Prelude - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,3:30,4,0.544,0.886,1,-6.287,1,0.046,0.144,0.933,0.0634,0.916,80.003,3
3536,Wake up Sunshine - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:48,4,0.621,0.738,5,-6.273,0,0.0313,0.166,0.0965,0.114,0.474,103.989,1
3537,A.M. Mourning - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,3:16,4,0.555,0.669,7,-6.025,1,0.0381,0.671,0.02,0.175,0.828,80.0,3
3538,Mother - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:02,4,0.641,0.822,1,-5.835,0,0.0322,0.127,0.0696,0.156,0.781,124.98,4
3539,Poem for the People - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,4:03,4,0.627,0.74,5,-5.685,1,0.0402,0.161,0.0793,0.431,0.396,120.029,1
3540,"So Much to Say, so Much to Give - 2002 Remaster",Chicago,Chicago Christmas (2019),2019,3:05,4,0.724,0.864,2,-5.537,1,0.0661,0.176,0.132,0.613,0.87,94.021,2
3541,25 or 6 to 4 - 2002 Remaster,Chicago,Chicago Christmas (2019),2019,3:20,4,0.709,0.748,11,-5.42,0,0.0292,0.16,0.00145,0.0447,0.734,100.031,3
3938,A Better Future - Remix by Air,David Bowie,Heathen,2002,4:56,4,0.39,0.562,1,-10.448,1,0.044,0.827,0.0488,0.0653,0.243,168.74,22
3939,Heathen (The Rays),David Bowie,Heathen,2002,4:16,4,0.504,0.675,8,-9.901,1,0.0347,0.00841,0.159,0.302,0.0419,120.017,26
3940,Sunday,David Bowie,Heathen,2002,4:44,4,0.488,0.574,1,-9.889,1,0.0349,0.251,0.00185,0.0809,0.104,100.355,30
3941,I Would Be Your Slave,David Bowie,Heathen,2002,5:13,4,0.471,0.717,1,-8.021,1,0.0323,0.0168,0.000997,0.227,0.705,162.635,27
3942,Sunday - Moby Remix,David Bowie,Heathen,2002,5:09,4,0.483,0.782,1,-7.304,1,0.0428,0.11,0.257,0.171,0.207,100.205,22
3943,5:15 The Angels Have Gone,David Bowie,Heathen,2002,5:01,4,0.624,0.72,7,-6.69,1,0.0293,0.0476,0.0121,0.262,0.358,90.87,28
3944,Slip Away,David Bowie,Heathen,2002,6:04,4,0.48,0.547,0,-6.447,1,0.0311,0.39,1.98e-06,0.213,0.0677,110.002,31
3945,Cactus,David Bowie,Heathen,2002,2:54,4,0.658,0.727,5,-6.4,1,0.0298,0.000408,0.00254,0.0854,0.133,113.979,32
3946,Everyone Says 'Hi',David Bowie,Heathen,2002,3:57,4,0.631,0.804,0,-6.001,1,0.0241,0.0421,1.5e-06,0.249,0.476,98.015,33
3947,A Better Future,David Bowie,Heathen,2002,4:10,4,0.483,0.914,8,-5.314,1,0.0546,0.00226,0.248,0.32,0.746,168.585,25
3948,I Took A Trip On A Gemini Spaceship,David Bowie,Heathen,2002,4:06,4,0.61,0.977,7,-4.874,1,0.0862,0.00155,0.271,0.257,0.519,136.282,25
3949,Afraid,David Bowie,Heathen,2002,3:27,4,0.476,0.857,7,-4.005,0,0.0402,0.0587,1.46e-06,0.123,0.332,143.015,29
3950,Slow Burn,David Bowie,Heathen,2002,4:40,4,0.584,0.883,5,-3.572,1,0.0293,0.15,0.00562,0.135,0.67,107.283,34
3951,I've Been Waiting For You,David Bowie,Heathen,2002,2:59,4,0.57,0.911,9,-3.345,0,0.0378,0.00256,0.0249,0.297,0.373,104.006,27
3952,The Loneliest Guy,David Bowie,Reality,2003,4:11,3,0.281,0.228,11,-15.754,1,0.0311,0.287,0.13,0.0986,0.0597,114.759,24
3953,Bring Me The Disco King,David Bowie,Reality,2003,7:45,4,0.676,0.412,5,-12.171,0,0.0396,0.554,0.00081,0.0667,0.437,73.139,30
3954,Days,David Bowie,Reality,2003,3:18,4,0.631,0.676,10,-6.439,1,0.0241,0.345,6.92e-05,0.19,0.44,74.86,29
3955,Queen Of All The Tarts (Overture),David Bowie,Reality,2003,2:53,4,0.429,0.876,10,-5.561,0,0.0375,0.00674,0.0405,0.363,0.488,143.728,18
3956,"Try Some, Buy Some",David Bowie,Reality,2003,4:24,3,0.5,0.543,5,-5.464,1,0.0292,0.136,0.00328,0.188,0.191,119.734,23
3957,Rebel Rebel,David Bowie,Reality,2003,3:10,4,0.861,0.483,9,-5.416,1,0.0732,0.296,2.02e-06,0.0715,0.861,125.94,39
3958,Fall Dog Bombs The Moon,David Bowie,Reality,2003,4:02,4,0.58,0.819,4,-5.308,0,0.0319,0.00014,0.029,0.281,0.32,120.854,25
3959,Looking For Water,David Bowie,Reality,2003,3:28,4,0.701,0.835,6,-4.954,0,0.0479,0.0585,1.23e-05,0.178,0.813,134.359,24
3960,She'll Drive The Big Car,David Bowie,Reality,2003,4:34,4,0.691,0.758,4,-4.205,0,0.0359,0.0329,7.72e-06,0.131,0.587,119.874,23
3961,Never Get Old,David Bowie,Reality,2003,4:24,4,0.637,0.855,0,-4.056,1,0.0354,0.129,0.000737,0.105,0.406,99.842,29
3962,New Killer Star,David Bowie,Reality,2003,4:40,4,0.682,0.938,9,-3.999,0,0.0311,0.369,4.42e-06,0.147,0.922,119.843,34
3963,Fly,David Bowie,Reality,2003,4:10,4,0.456,0.974,1,-3.32,1,0.0776,0.0742,0.00391,0.125,0.469,149.701,20
3964,Pablo Picasso,David Bowie,Reality,2003,4:04,4,0.478,0.864,8,-3.134,1,0.0338,0.034,0.00288,0.118,0.518,139.859,28
3965,Reality,David Bowie,Reality,2003,4:21,4,0.445,0.984,9,-2.477,1,0.0798,0.000267,0.000404,0.375,0.46,149.71,22
3966,Heat,David Bowie,The Next Day,2013,4:25,4,0.367,0.466,11,-9.19,1,0.0276,0.386,0.0487,0.0757,0.116,104.169,23
3967,Where Are We Now?,David Bowie,The Next Day,2013,4:09,4,0.557,0.456,0,-8.623,1,0.0228,0.0419,0.0235,0.125,0.414,80.05,39
3968,Dirty Boys,David Bowie,The Next Day,2013,2:58,4,0.743,0.418,4,-7.146,0,0.0342,0.0448,0.00102,0.115,0.621,94.064,28
3969,Love Is Lost,David Bowie,The Next Day,2013,3:57,4,0.643,0.588,10,-7.069,0,0.0264,0.0112,0.00495,0.156,0.562,101.971,30
3970,You Feel So Lonely You Could Die,David Bowie,The Next Day,2013,4:37,3,0.362,0.632,3,-6.754,1,0.0292,0.0402,0.0,0.254,0.374,80.1,27
3971,Dancing Out In Space,David Bowie,The Next Day,2013,3:21,4,0.456,0.644,0,-6.358,1,0.0273,0.00811,0.00122,0.376,0.88,172.116,26
3972,Boss Of Me,David Bowie,The Next Day,2013,4:09,4,0.669,0.715,10,-6.22,1,0.0304,0.148,2.2e-05,0.143,0.537,103.014,26
3973,How Does The Grass Grow?,David Bowie,The Next Day,2013,4:34,4,0.629,0.872,10,-5.989,0,0.0445,0.00448,0.000757,0.229,0.43,120.054,26
3974,If You Can See Me,David Bowie,The Next Day,2013,3:12,4,0.335,0.844,1,-5.983,1,0.118,0.00719,0.00053,0.263,0.0855,72.378,25
3975,I'd Rather Be High,David Bowie,The Next Day,2013,3:44,4,0.52,0.821,2,-5.567,1,0.031,0.000127,0.00285,0.229,0.688,94.983,28
3976,Valentine's Day,David Bowie,The Next Day,2013,3:02,4,0.565,0.753,2,-5.205,1,0.0309,0.00212,0.0,0.0787,0.512,95.98,40
3977,The Stars (Are Out Tonight),David Bowie,The Next Day,2013,3:57,4,0.518,0.842,6,-4.798,0,0.0348,0.00555,0.0,0.128,0.697,136.027,36
3978,(You Will) Set The World On Fire,David Bowie,The Next Day,2013,3:32,4,0.615,0.841,4,-3.934,0,0.034,0.00369,0.0,0.214,0.771,133.928,26
3979,The Next Day,David Bowie,The Next Day,2013,3:26,4,0.663,0.967,9,-3.858,1,0.0386,0.00101,0.0,0.375,0.84,122.002,33
3980,★,David Bowie,Blackstar,2016,9:57,4,0.364,0.525,6,-9.203,1,0.0321,0.208,0.0605,0.183,0.122,98.042,46
3981,Girl Loves Me,David Bowie,Blackstar,2016,4:51,4,0.696,0.579,10,-7.625,0,0.0505,0.292,0.000182,0.292,0.351,137.01,40
3982,Dollar Days,David Bowie,Blackstar,2016,4:44,4,0.481,0.725,11,-7.116,0,0.049,0.0341,5.28e-05,0.0967,0.172,119.876,39
3983,I Can't Give Everything Away,David Bowie,Blackstar,2016,5:47,4,0.496,0.931,5,-7.005,1,0.0657,0.11,0.049,0.33,0.417,119.989,41
3984,Lazarus,David Bowie,Blackstar,2016,6:24,4,0.667,0.691,9,-6.883,0,0.0284,0.0474,0.119,0.087,0.479,129.952,53
3985,Sue (Or In A Season Of Crime),David Bowie,Blackstar,2016,4:40,4,0.371,0.868,11,-5.695,0,0.0979,0.0245,0.0183,0.58,0.376,170.206,38
3986,Tis A Pity She Was A Whore,David Bowie,Blackstar,2016,4:52,4,0.505,0.955,5,-4.539,1,0.125,0.00428,0.058,0.094,0.447,131.998,41
4124,Before Time Began,Deep Purple,Rapture of the Deep,2005,6:32,4,0.559,0.81,9,-5.98,1,0.0269,0.01,0.14,0.153,0.138,100.024,14
4125,Junkyard Blues,Deep Purple,Rapture of the Deep,2005,5:34,4,0.59,0.916,0,-5.63,1,0.0414,0.00139,0.0729,0.366,0.292,105.038,13
4126,Clearly Quite Absurd,Deep Purple,Rapture of the Deep,2005,5:23,3,0.447,0.655,2,-5.6,1,0.0293,0.0153,0.291,0.126,0.173,62.991,20
4127,Girls Like That,Deep Purple,Rapture of the Deep,2005,4:01,4,0.535,0.883,9,-5.056,1,0.0486,0.00339,0.00268,0.175,0.376,149.939,16
4128,Wrong Man,Deep Purple,Rapture of the Deep,2005,4:52,4,0.602,0.774,2,-4.931,0,0.0259,0.00627,0.0513,0.232,0.629,102.039,18
4129,Kiss Tomorrow Goodbye,Deep Purple,Rapture of the Deep,2005,4:19,4,0.523,0.912,9,-4.118,1,0.0502,0.0097,0.606,0.117,0.735,100.117,14
4130,Rapture of the Deep,Deep Purple,Rapture of the Deep,2005,5:57,4,0.461,0.905,2,-4.101,1,0.0393,0.000467,0.014,0.27,0.406,94.037,28
4131,Back to Back,Deep Purple,Rapture of the Deep,2005,4:05,4,0.579,0.851,7,-3.903,1,0.0899,0.0295,0.000684,0.0694,0.671,88.055,14
4132,Don't Let Go,Deep Purple,Rapture of the Deep,2005,4:34,4,0.68,0.924,11,-3.486,0,0.0342,0.0459,0.00037,0.257,0.673,130.004,15
4133,Money Talks,Deep Purple,Rapture of the Deep,2005,5:34,4,0.241,0.861,9,-3.104,1,0.094,0.336,9.58e-05,0.263,0.269,88.297,23
4134,A Simple Song,Deep Purple,Now What ?!,2013,4:39,4,0.385,0.544,2,-8.554,0,0.0382,0.00261,0.0021,0.113,0.137,101.074,21
4135,Blood from a Stone,Deep Purple,Now What ?!,2013,5:18,4,0.591,0.486,0,-8.189,1,0.0307,0.0238,0.0582,0.283,0.629,152.191,16
4136,Uncommon Man,Deep Purple,Now What ?!,2013,7:00,4,0.421,0.559,9,-7.921,0,0.0397,0.0217,0.122,0.149,0.0861,123.17,24
4137,All the Time in the World,Deep Purple,Now What ?!,2013,4:21,4,0.499,0.696,11,-6.558,0,0.0311,0.0226,0.0149,0.105,0.342,99.009,26
4138,Vincent Price,Deep Purple,Now What ?!,2013,4:46,4,0.475,0.835,2,-5.656,0,0.0412,0.000157,0.151,0.305,0.309,114.097,25
4139,Out of Hand,Deep Purple,Now What ?!,2013,6:10,4,0.537,0.755,2,-5.351,1,0.0319,0.00167,0.000131,0.127,0.246,94.05,23
4140,Weirdistan,Deep Purple,Now What ?!,2013,4:14,4,0.535,0.877,0,-5.323,1,0.101,0.00119,3.3e-05,0.0864,0.352,124.035,18
4141,Above and Beyond,Deep Purple,Now What ?!,2013,5:30,3,0.542,0.826,9,-5.314,1,0.0422,0.00536,0.0279,0.205,0.469,98.046,23
4142,Après vous,Deep Purple,Now What ?!,2013,5:26,4,0.472,0.905,0,-5.144,1,0.0482,0.000972,0.00134,0.496,0.438,90.046,17
4143,Body Line,Deep Purple,Now What ?!,2013,4:26,4,0.604,0.872,11,-5.102,0,0.118,0.000762,9.14e-05,0.0269,0.576,93.994,17
4144,Hell to Pay,Deep Purple,Now What ?!,2013,5:11,4,0.448,0.936,7,-4.489,1,0.0848,0.000791,0.000428,0.146,0.399,152.173,19
4145,Uncommon Man (Instrumental Version),Deep Purple,Infinite,2017,6:58,4,0.446,0.492,9,-10.4,0,0.0364,0.0123,0.837,0.142,0.067,123.038,4
4146,Hip Boots (Ian Paice Recording),Deep Purple,Infinite,2017,4:00,4,0.484,0.806,2,-9.085,1,0.0353,0.00338,0.793,0.29,0.428,91.905,3
4147,The Surprising,Deep Purple,Infinite,2017,5:57,4,0.467,0.737,9,-7.224,0,0.0455,0.022,0.0154,0.257,0.122,128.042,8
4148,Time for Bedlam,Deep Purple,Infinite,2017,4:35,4,0.419,0.898,4,-7.111,1,0.266,0.000179,5.2e-05,0.0845,0.151,143.957,13
4149,Roadhouse Blues,Deep Purple,Infinite,2017,6:00,4,0.626,0.781,9,-6.817,1,0.0507,0.00163,0.00167,0.0742,0.781,120.045,13
4150,On Top of the World,Deep Purple,Infinite,2017,4:01,4,0.273,0.859,2,-6.54,1,0.197,0.00687,0.0,0.269,0.227,87.088,5
4151,Paradise Bar,Deep Purple,Infinite,2017,4:10,4,0.541,0.867,4,-6.476,1,0.0352,0.00065,0.000948,0.188,0.136,108.0,5
4152,Birds of Prey,Deep Purple,Infinite,2017,5:47,4,0.325,0.893,0,-5.902,1,0.0792,0.00275,0.00345,0.343,0.27,146.015,6
4153,Johnny's Band,Deep Purple,Infinite,2017,3:51,4,0.574,0.899,7,-5.525,1,0.0639,0.012,9.06e-05,0.292,0.362,115.969,11
4154,Strange Kind of Woman (Live in Alborg),Deep Purple,Infinite,2017,5:46,4,0.284,0.916,0,-5.355,1,0.0716,0.000241,0.0896,0.863,0.411,133.914,0
4155,Get Me Outta Here,Deep Purple,Infinite,2017,3:58,4,0.439,0.904,9,-5.136,0,0.0559,0.00121,0.000178,0.219,0.504,71.064,6
4156,All I Got Is You,Deep Purple,Infinite,2017,4:42,4,0.404,0.921,4,-4.79,0,0.0558,0.000264,0.000498,0.073,0.346,77.956,18
4157,One Night in Vegas,Deep Purple,Infinite,2017,3:23,4,0.373,0.979,7,-4.789,1,0.114,0.000656,0.0,0.326,0.412,175.24,8
4158,Hip Boots,Deep Purple,Infinite,2017,3:23,4,0.266,0.942,9,-4.156,0,0.0812,7.47e-05,0.00348,0.217,0.526,178.087,7
4159,Remission Possible,Deep Purple,Whoosh!,2020,1:38,4,0.283,0.408,2,-9.261,0,0.038,0.00166,0.662,0.114,0.0853,149.884,5
4160,Man Alive,Deep Purple,Whoosh!,2020,5:35,4,0.535,0.611,4,-7.107,1,0.0376,0.0242,0.0205,0.108,0.11,125.984,7
4161,The Power of the Moon,Deep Purple,Whoosh!,2020,4:08,4,0.574,0.832,0,-6.468,1,0.0364,0.00328,0.000457,0.203,0.334,124.002,7
4162,Step by Step,Deep Purple,Whoosh!,2020,3:34,3,0.583,0.655,2,-6.2,0,0.0263,0.0209,0.127,0.352,0.424,96.011,6
4163,And the Address,Deep Purple,Whoosh!,2020,3:35,4,0.416,0.903,8,-5.574,1,0.0404,9.85e-05,0.537,0.371,0.572,137.96,8
4164,The Long Way Round,Deep Purple,Whoosh!,2020,5:39,4,0.526,0.827,0,-5.373,1,0.0459,0.0052,0.00344,0.095,0.281,136.019,6
4165,Dancing in My Sleep,Deep Purple,Whoosh!,2020,3:51,4,0.671,0.905,2,-5.096,1,0.0471,0.000808,0.0066,0.0659,0.32,111.986,6
4166,Nothing at All,Deep Purple,Whoosh!,2020,4:42,3,0.605,0.909,9,-4.897,1,0.0396,0.0253,0.00489,0.285,0.536,138.001,18
4167,What the What,Deep Purple,Whoosh!,2020,3:32,4,0.462,0.955,9,-4.827,1,0.0481,0.00417,2.34e-06,0.166,0.691,160.069,6
4168,No Need to Shout,Deep Purple,Whoosh!,2020,3:30,4,0.535,0.977,0,-4.189,1,0.109,0.00289,2.72e-05,0.168,0.207,92.038,10
4169,Throw My Bones,Deep Purple,Whoosh!,2020,3:38,4,0.335,0.894,7,-3.693,1,0.0789,0.0152,2.88e-06,0.333,0.393,179.902,27
4170,We're All the Same in the Dark,Deep Purple,Whoosh!,2020,3:44,4,0.585,0.952,11,-3.634,1,0.0412,0.00111,0.000464,0.361,0.456,99.012,7
4171,Drop the Weapon,Deep Purple,Whoosh!,2020,4:23,4,0.601,0.95,7,-3.058,1,0.0627,0.0259,7.98e-05,0.151,0.638,138.075,10
4285,Long Long Way To Go - Acoustic Version,Def Leppard,X,2002,4:43,4,0.383,0.399,0,-9.61,0,0.0277,0.124,0.0,0.0827,0.157,143.543,18
4286,Let Me Be The One,Def Leppard,X,2002,3:31,4,0.476,0.513,4,-8.099,1,0.0249,0.0419,0.0,0.0995,0.224,83.243,20
4287,Long Long Way To Go,Def Leppard,X,2002,4:40,4,0.476,0.626,0,-7.906,0,0.03,0.127,0.0,0.0994,0.188,143.949,38
4288,Torn To Shreds,Def Leppard,X,2002,2:58,4,0.389,0.618,8,-7.468,1,0.033,0.0133,0.0,0.11,0.175,187.868,21
4289,Scar,Def Leppard,X,2002,5:01,4,0.429,0.816,11,-5.832,0,0.0361,0.00113,0.0,0.339,0.136,101.731,17
4290,Gravity,Def Leppard,X,2002,2:35,4,0.686,0.774,7,-5.596,1,0.108,0.0302,0.0,0.116,0.596,105.289,17
4291,Cry,Def Leppard,X,2002,3:20,4,0.399,0.899,1,-5.337,1,0.0422,1.99e-05,0.0834,0.237,0.707,164.794,15
4292,Unbelievable,Def Leppard,X,2002,4:01,4,0.486,0.735,7,-5.257,1,0.0277,0.000299,0.0,0.333,0.49,150.414,21
4293,Girl Like You,Def Leppard,X,2002,2:51,4,0.365,0.868,1,-5.153,0,0.0586,0.00258,0.0,0.27,0.637,190.503,16
4294,Love Don't Lie,Def Leppard,X,2002,4:46,4,0.56,0.965,0,-5.097,1,0.0587,0.0284,4.79e-06,0.352,0.658,97.362,18
4295,Now,Def Leppard,X,2002,4:00,4,0.431,0.853,0,-5.082,1,0.0378,0.00428,0.000395,0.107,0.403,174.063,38
4296,Kiss The Day,Def Leppard,X,2002,4:25,4,0.387,0.741,7,-5.041,0,0.0339,5.96e-05,3.14e-05,0.139,0.327,67.496,15
4297,Everyday,Def Leppard,X,2002,3:10,4,0.549,0.737,7,-4.809,1,0.0319,0.019,0.0,0.262,0.71,113.981,21
4298,You're So Beautiful,Def Leppard,X,2002,3:33,4,0.565,0.888,9,-4.72,1,0.0365,0.000408,1.94e-06,0.161,0.909,118.008,24
4299,Four Letter Word,Def Leppard,X,2002,3:09,4,0.702,0.67,1,-4.652,1,0.0306,0.008,0.0,0.0594,0.886,106.276,21
4300,Rock On,Def Leppard,Yeah!,2006,2:53,4,0.695,0.528,6,-8.578,1,0.0884,0.00303,5.1e-06,0.23,0.577,149.968,43
4301,He's Gonna Step On You Again,Def Leppard,Yeah!,2006,4:05,4,0.507,0.891,9,-6.255,0,0.032,0.000202,0.0417,0.267,0.545,106.999,13
4302,Waterloo Sunset,Def Leppard,Yeah!,2006,3:38,4,0.533,0.701,1,-6.063,0,0.0293,0.0287,4.94e-06,0.0979,0.342,103.955,26
4303,10538 Overture,Def Leppard,Yeah!,2006,4:30,4,0.488,0.834,4,-4.982,1,0.0345,0.000674,0.0355,0.318,0.182,112.017,16
4304,20th Century Boy,Def Leppard,Yeah!,2006,3:40,4,0.54,0.923,8,-4.915,1,0.0421,0.000106,0.0,0.0666,0.786,133.994,26
4305,Hangin' On The Telephone,Def Leppard,Yeah!,2006,2:22,4,0.455,0.921,2,-4.914,1,0.0647,1.63e-05,4.16e-05,0.111,0.407,149.896,20
4306,Drive-In Saturday,Def Leppard,Yeah!,2006,4:07,4,0.478,0.734,6,-4.359,1,0.0282,0.000953,0.0,0.0557,0.508,68.014,14
4307,Hell Raiser,Def Leppard,Yeah!,2006,3:19,4,0.522,0.845,8,-4.318,1,0.0579,0.000138,4.68e-06,0.326,0.792,158.141,17
4308,No Matter What,Def Leppard,Yeah!,2006,2:50,4,0.524,0.649,8,-4.155,1,0.0373,2.48e-05,0.0133,0.102,0.757,122.993,24
4309,Street Life,Def Leppard,Yeah!,2006,3:26,4,0.389,0.926,5,-3.772,0,0.0568,3.78e-05,0.421,0.126,0.375,126.922,13
4310,The Golden Age Of Rock'n'Roll,Def Leppard,Yeah!,2006,3:28,4,0.503,0.943,3,-3.674,1,0.0818,0.00336,9.12e-05,0.148,0.427,139.024,15
4311,Stay With Me,Def Leppard,Yeah!,2006,4:30,4,0.272,0.96,11,-3.545,0,0.0953,0.000715,0.275,0.323,0.532,184.045,15
4312,Little Bit Of Love,Def Leppard,Yeah!,2006,2:33,4,0.434,0.961,10,-2.928,1,0.11,0.0213,0.0,0.258,0.416,118.93,13
4313,Don't Believe A Word,Def Leppard,Yeah!,2006,2:19,4,0.436,0.945,8,-2.911,0,0.1,0.00172,0.00558,0.0576,0.568,139.086,15
4314,Love,Def Leppard,Songs From The Sparkle Lounge,2008,4:17,4,0.306,0.422,1,-8.691,0,0.0315,0.208,0.00098,0.117,0.135,80.993,17
4315,Only The Good Die Young,Def Leppard,Songs From The Sparkle Lounge,2008,3:34,4,0.475,0.814,3,-6.387,1,0.0323,5.07e-05,0.00156,0.0696,0.313,108.963,15
4316,Gotta Let It Go,Def Leppard,Songs From The Sparkle Lounge,2008,3:53,4,0.489,0.854,1,-6.155,1,0.0433,0.0014,0.00347,0.123,0.514,132.985,14
4317,Tomorrow,Def Leppard,Songs From The Sparkle Lounge,2008,3:35,4,0.457,0.733,8,-6.109,1,0.0375,2e-05,8.72e-05,0.171,0.236,100.048,15
4318,C'mon C'mon,Def Leppard,Songs From The Sparkle Lounge,2008,4:09,4,0.515,0.84,6,-5.201,1,0.0325,8.57e-05,4.49e-05,0.195,0.547,132.022,23
4319,Nine Lives,Def Leppard,Songs From The Sparkle Lounge,2008,3:32,4,0.496,0.677,8,-5.108,1,0.0438,6.92e-05,1.99e-05,0.487,0.547,119.379,25
4320,Go,Def Leppard,Songs From The Sparkle Lounge,2008,3:20,4,0.471,0.943,8,-4.887,1,0.0869,0.00133,0.00424,0.116,0.405,102.017,19
4321,Come Undone,Def Leppard,Songs From The Sparkle Lounge,2008,3:33,4,0.372,0.906,1,-4.861,1,0.0528,6.83e-05,0.0,0.0454,0.491,182.002,14
4322,Bad Actress,Def Leppard,Songs From The Sparkle Lounge,2008,3:03,4,0.44,0.959,1,-4.784,1,0.0912,0.000259,0.0,0.373,0.422,92.516,20
4323,Hallucinate,Def Leppard,Songs From The Sparkle Lounge,2008,3:16,4,0.459,0.823,6,-4.628,1,0.0388,6.17e-06,3.29e-06,0.235,0.32,131.963,15
4324,Cruise Control,Def Leppard,Songs From The Sparkle Lounge,2008,3:03,4,0.482,0.951,5,-4.498,0,0.046,0.000134,0.535,0.0736,0.404,92.016,13
4325,Blind Faith,Def Leppard,Def Leppard,2015,5:33,4,0.298,0.384,8,-9.439,1,0.0311,0.337,7.32e-05,0.112,0.2,176.943,15
4326,Man Enough,Def Leppard,Def Leppard,2015,3:54,4,0.804,0.57,10,-8.744,0,0.0367,0.00483,0.169,0.108,0.805,106.003,25
4327,We Belong,Def Leppard,Def Leppard,2015,5:06,4,0.549,0.596,11,-8.661,1,0.025,0.00125,0.0539,0.107,0.311,101.53,24
4328,Last Dance,Def Leppard,Def Leppard,2015,3:09,4,0.494,0.513,6,-8.569,1,0.0273,0.244,0.00256,0.145,0.38,147.892,20
4329,Energized,Def Leppard,Def Leppard,2015,3:22,3,0.509,0.527,1,-8.462,1,0.0289,0.000503,0.000138,0.51,0.505,172.026,15
4330,Let's Go,Def Leppard,Def Leppard,2015,5:01,4,0.449,0.768,1,-6.809,1,0.0364,0.00182,0.0,0.12,0.362,81.015,28
4331,Battle Of My Own,Def Leppard,Def Leppard,2015,2:42,4,0.485,0.804,1,-6.764,1,0.041,0.00758,0.000157,0.198,0.302,169.921,14
4332,Forever Young,Def Leppard,Def Leppard,2015,2:21,4,0.48,0.821,11,-6.719,1,0.0393,3.71e-05,0.00125,0.341,0.764,124.959,15
4333,Wings Of An Angel,Def Leppard,Def Leppard,2015,4:23,4,0.459,0.814,8,-6.636,1,0.0384,0.000459,0.000515,0.132,0.318,115.046,20
4334,Invincible,Def Leppard,Def Leppard,2015,3:46,4,0.458,0.813,6,-6.633,1,0.0366,0.00013,0.927,0.176,0.577,75.039,19
4335,All Time High,Def Leppard,Def Leppard,2015,4:19,4,0.401,0.798,8,-6.596,1,0.0407,3.8e-05,0.000142,0.133,0.435,156.939,18
4336,Sea Of Love,Def Leppard,Def Leppard,2015,4:04,4,0.273,0.906,3,-6.36,0,0.0829,3.77e-05,0.034,0.25,0.426,196.163,17
4337,Dangerous,Def Leppard,Def Leppard,2015,3:26,4,0.455,0.916,3,-5.796,1,0.0548,0.000371,0.0698,0.135,0.505,137.948,36
4338,Broke 'N' Brokenhearted,Def Leppard,Def Leppard,2015,3:17,4,0.464,0.891,1,-5.46,1,0.0514,6.62e-06,0.0224,0.196,0.588,131.989,15
4437,For My Wedding,Don Henley,Inside Job,2000,3:37,4,0.402,0.177,4,-13.08,1,0.0358,0.862,0.0,0.0903,0.239,154.247,28
4438,Annabel,Don Henley,Inside Job,2000,3:41,4,0.429,0.111,6,-11.545,1,0.0337,0.925,0.0,0.106,0.262,75.337,21
4439,Goodbye to a River,Don Henley,Inside Job,2000,5:49,4,0.571,0.25,7,-10.2,0,0.0298,0.649,3.24e-05,0.0497,0.237,113.694,25
