,Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
2915,Thick As Thieves,Bon Jovi,What About Now,2013,4:57,3,0.383,0.431,2,-6.652,1,0.0328,0.0613,0.0,0.0911,0.168,110.097,7
2916,Army Of One,Bon Jovi,What About Now,2013,4:34,4,0.479,0.839,0,-5.863,1,0.0443,8.59e-06,0.000226,0.104,0.269,113.958,8
2917,Room At The End Of The World,Bon Jovi,What About Now,2013,5:02,4,0.257,0.809,1,-4.717,0,0.0387,0.00703,0.00116,0.199,0.16,99.847,8
2918,Because We Can,Bon Jovi,What About Now,2013,4:00,4,0.538,0.857,5,-4.48,1,0.0333,9.71e-05,0.0,0.347,0.578,109.052,16
2919,What's Left Of Me,Bon Jovi,What About Now,2013,4:35,4,0.494,0.829,9,-4.391,1,0.039,0.0194,0.0,0.113,0.392,126.889,9
2920,What About Now,Bon Jovi,What About Now,2013,3:44,4,0.48,0.893,7,-4.376,1,0.0624,0.000999,0.0,0.379,0.527,123.947,12
2921,Beautiful World,Bon Jovi,What About Now,2013,3:48,4,0.402,0.922,4,-4.259,1,0.057,5.05e-05,2.23e-05,0.239,0.373,133.951,9
2922,I'm With You,Bon Jovi,What About Now,2013,3:44,4,0.346,0.805,3,-3.963,0,0.0439,0.0158,0.0,0.301,0.397,86.103,11
2923,That's What The Water Made Me,Bon Jovi,What About Now,2013,4:25,4,0.405,0.915,11,-3.874,1,0.0855,0.00019,0.0,0.308,0.408,133.972,11
2924,Pictures Of You,Bon Jovi,What About Now,2013,3:58,4,0.439,0.945,0,-3.814,1,0.0577,0.000114,0.0,0.113,0.195,124.072,10
2925,Blind Love,Bon Jovi,Burning Bridges,2015,4:48,4,0.428,0.308,7,-8.321,1,0.0262,0.901,0.0,0.145,0.253,81.825,27
2926,Who Would You Die For,Bon Jovi,Burning Bridges,2015,3:55,4,0.592,0.513,0,-7.022,0,0.0404,0.159,0.000476,0.109,0.433,94.087,24
2927,Burning Bridges,Bon Jovi,Burning Bridges,2015,2:44,4,0.601,0.804,4,-5.977,1,0.0316,0.000497,0.0,0.339,0.942,83.007,26
2928,A Teardrop To The Sea,Bon Jovi,Burning Bridges,2015,5:07,4,0.454,0.609,4,-5.68,0,0.0283,0.0238,4.15e-05,0.132,0.243,75.987,27
2929,Fingerprints,Bon Jovi,Burning Bridges,2015,5:58,3,0.31,0.686,2,-5.197,0,0.0282,0.0152,7.56e-05,0.175,0.302,176.037,27
2930,Life Is Beautiful,Bon Jovi,Burning Bridges,2015,3:23,4,0.515,0.846,0,-5.13,1,0.0562,0.00121,1.39e-06,0.226,0.477,109.978,25
2931,We All Fall Down,Bon Jovi,Burning Bridges,2015,4:05,4,0.518,0.908,9,-4.588,1,0.0382,0.0148,0.0,0.0968,0.688,103.026,25
2932,Saturday Night Gave Me Sunday Morning,Bon Jovi,Burning Bridges,2015,3:23,4,0.538,0.939,0,-4.14,1,0.0463,0.000604,0.0,0.107,0.381,127.028,37
2933,I'm Your Man,Bon Jovi,Burning Bridges,2015,3:44,4,0.553,0.979,4,-3.596,1,0.0389,6.86e-05,1.7e-05,0.106,0.892,127.046,24
2934,We Don't Run,Bon Jovi,Burning Bridges,2015,3:17,4,0.412,0.959,8,-3.403,0,0.113,0.000204,4.89e-06,0.314,0.41,156.029,38
2935,Lower The Flag,Bon Jovi,2020,2020,4:55,4,0.545,0.468,0,-9.932,1,0.034,0.702,1.97e-05,0.16,0.434,175.83,28
2936,American Reckoning,Bon Jovi,2020,2020,4:41,4,0.591,0.432,7,-8.71,1,0.0254,0.205,5.42e-06,0.103,0.125,107.991,33
2937,Story Of Love,Bon Jovi,2020,2020,5:49,3,0.535,0.436,2,-7.775,1,0.024,0.19,0.00111,0.0983,0.251,77.555,32
2938,Blood In The Water,Bon Jovi,2020,2020,5:57,4,0.464,0.478,0,-7.345,1,0.0259,0.112,2.28e-06,0.114,0.149,148.081,30
2939,Unbroken,Bon Jovi,2020,2020,6:07,4,0.517,0.663,8,-5.777,1,0.0326,0.0823,0.0,0.101,0.424,108.035,24
2940,Let It Rain,Bon Jovi,2020,2020,4:39,4,0.527,0.831,0,-5.68,1,0.0447,0.000761,1.58e-05,0.149,0.345,120.063,29
2941,Limitless,Bon Jovi,2020,2020,3:41,4,0.453,0.816,10,-5.656,1,0.0706,0.00524,1.05e-05,0.363,0.374,144.154,43
2942,Brothers In Arms,Bon Jovi,2020,2020,4:12,4,0.571,0.945,9,-5.523,1,0.046,8.75e-05,3.36e-06,0.32,0.533,117.986,27
2943,Do What You Can,Bon Jovi,2020,2020,4:19,4,0.348,0.77,8,-5.304,1,0.0359,0.0125,2.99e-06,0.281,0.775,172.09,33
2944,Beautiful Drug,Bon Jovi,2020,2020,3:48,4,0.506,0.957,5,-5.197,0,0.0612,0.00097,0.000307,0.082,0.571,116.013,31
2993,Didn't Mean to Fall in Love,Boston,"Life, Love & Hope",2013,5:13,4,0.445,0.623,11,-9.528,0,0.031,0.0925,0.00177,0.124,0.299,110.489,25
2994,Last Day of School,Boston,"Life, Love & Hope",2013,2:02,4,0.374,0.732,0,-9.219,1,0.0387,0.00198,0.884,0.347,0.478,107.386,23
2995,You Gave up on Love (2.0),Boston,"Life, Love & Hope",2013,4:07,4,0.391,0.564,6,-9.136,1,0.0365,0.13,0.0,0.388,0.314,114.27,15
2996,Someone (2.0),Boston,"Life, Love & Hope",2013,4:00,4,0.522,0.626,5,-8.391,1,0.0368,0.115,0.000216,0.126,0.287,113.226,15
2997,If You Were in Love,Boston,"Life, Love & Hope",2013,4:10,4,0.291,0.642,10,-8.373,1,0.0362,0.431,0.000162,0.145,0.352,112.556,15
2998,Love Got Away,Boston,"Life, Love & Hope",2013,4:28,4,0.423,0.545,7,-8.154,1,0.0326,0.361,4.73e-05,0.106,0.402,116.379,13
2999,Sail Away,Boston,"Life, Love & Hope",2013,3:42,4,0.511,0.714,10,-8.15,0,0.0427,0.0416,9.54e-06,0.248,0.297,125.583,23
3000,Heaven on Earth,Boston,"Life, Love & Hope",2013,3:37,4,0.435,0.815,3,-7.884,1,0.0419,0.00354,0.000299,0.33,0.543,117.449,28
3001,The Way You Look Tonight,Boston,"Life, Love & Hope",2013,3:52,4,0.421,0.66,0,-7.43,1,0.0382,0.373,0.0,0.164,0.275,114.668,24
3002,Someday,Boston,"Life, Love & Hope",2013,3:44,4,0.435,0.786,11,-7.395,1,0.045,0.084,0.0,0.287,0.616,132.713,13
3003,Life Love & Hope,Boston,"Life, Love & Hope",2013,3:57,4,0.419,0.877,2,-6.614,1,0.0479,0.00417,0.0,0.192,0.633,126.916,23
3144,Dream The Night Away,Cheap Trick,Rockford,2006,3:14,4,0.519,0.854,7,-4.862,1,0.0302,0.00143,0.198,0.191,0.148,122.018,5
3145,O Claire,Cheap Trick,Rockford,2006,3:43,4,0.514,0.539,5,-4.602,1,0.0248,0.0607,5.45e-06,0.145,0.189,78.586,7
3146,One More,Cheap Trick,Rockford,2006,3:50,4,0.537,0.846,9,-4.166,1,0.0542,0.00136,6.43e-06,0.383,0.358,106.074,4
3147,Decaf,Cheap Trick,Rockford,2006,3:38,4,0.651,0.883,9,-3.792,1,0.0418,0.00255,0.11,0.64,0.536,123.977,4
3148,All Those Years,Cheap Trick,Rockford,2006,3:35,4,0.48,0.743,7,-3.626,1,0.0247,0.00129,0.00017,0.277,0.224,101.307,4
3149,This Time You Got It,Cheap Trick,Rockford,2006,4:01,4,0.496,0.866,9,-3.243,1,0.0356,0.000472,2.76e-05,0.0601,0.698,120.041,5
3150,Perfect Stranger,Cheap Trick,Rockford,2006,3:41,4,0.384,0.954,2,-2.879,1,0.0792,0.00206,0.0254,0.843,0.379,152.011,8
3151,If It Takes A Lifetime,Cheap Trick,Rockford,2006,4:22,4,0.571,0.844,9,-2.801,1,0.0343,0.000166,0.000722,0.307,0.426,123.014,7
3152,Every Night And Every Day,Cheap Trick,Rockford,2006,3:12,4,0.506,0.881,11,-2.595,1,0.0308,0.00072,0.118,0.205,0.315,121.776,4
3153,Welcome To The World,Cheap Trick,Rockford,2006,2:06,4,0.419,0.913,9,-2.208,1,0.0443,0.00189,0.0101,0.781,0.421,147.891,6
3154,Come On Come On,Cheap Trick,Rockford,2006,3:03,4,0.35,0.979,9,-1.686,1,0.0651,0.00489,0.0492,0.185,0.553,156.427,6
3155,Give It Away,Cheap Trick,Rockford,2006,2:48,4,0.368,0.919,5,-1.609,1,0.0474,0.00197,9.21e-05,0.137,0.587,150.246,5
3156,Sleep Forever,Cheap Trick,The Latest,2009,1:36,4,0.199,0.214,0,-16.05,1,0.0351,0.601,2.62e-05,0.108,0.0998,38.03,8
3157,Miracle,Cheap Trick,The Latest,2009,3:47,4,0.418,0.517,7,-5.807,1,0.0324,0.0038,0.000801,0.146,0.17,136.04,8
3158,These Days,Cheap Trick,The Latest,2009,2:44,4,0.309,0.765,2,-5.198,1,0.032,0.000538,3.18e-05,0.0906,0.362,173.939,9
3159,When the Lights Are Out,Cheap Trick,The Latest,2009,3:25,4,0.371,0.933,5,-5.187,1,0.0683,6.27e-06,0.504,0.654,0.286,139.956,12
3160,Miss Tomorrow,Cheap Trick,The Latest,2009,4:11,4,0.485,0.91,9,-5.068,1,0.0506,0.000771,0.0127,0.312,0.447,123.028,11
3161,"Closer, the Ballad of Burt and Linda",Cheap Trick,The Latest,2009,2:59,4,0.397,0.622,4,-5.043,1,0.0318,0.00074,2.38e-05,0.162,0.162,132.065,9
3162,Smile,Cheap Trick,The Latest,2009,4:12,4,0.435,0.57,0,-4.894,1,0.0264,0.0441,2.31e-05,0.108,0.102,79.969,23
3163,Alive,Cheap Trick,The Latest,2009,3:36,4,0.36,0.892,4,-4.777,1,0.0493,3.71e-05,0.00109,0.352,0.355,153.902,6
3164,Sick Man of Europe,Cheap Trick,The Latest,2009,2:07,4,0.464,0.927,9,-4.709,1,0.0547,0.000215,0.0606,0.773,0.314,142.942,9
3165,California Girl,Cheap Trick,The Latest,2009,2:47,4,0.426,0.952,6,-4.552,1,0.0404,6.26e-06,0.0335,0.199,0.858,156.957,10
3166,Times of Our Lives,Cheap Trick,The Latest,2009,3:59,4,0.364,0.883,0,-4.55,1,0.04,4.13e-06,0.0446,0.176,0.365,94.987,6
3167,Everyday You Make Me Crazy,Cheap Trick,The Latest,2009,1:17,4,0.338,0.956,9,-4.311,1,0.0536,1.88e-05,0.903,0.387,0.293,146.124,9
3168,Everybody Knows,Cheap Trick,The Latest,2009,4:16,4,0.348,0.807,0,-3.223,0,0.033,0.000632,7.51e-05,0.253,0.311,150.201,9
3169,The In Crowd,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,3:51,4,0.623,0.869,0,-6.191,1,0.0351,0.00659,0.341,0.0813,0.46,114.025,12
3170,No Direction Home,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,3:44,4,0.51,0.929,9,-5.659,1,0.0347,1.1e-05,0.709,0.0902,0.624,133.994,12
3171,All Strung Out,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,3:18,4,0.506,0.986,9,-5.285,1,0.056,3.57e-05,0.197,0.224,0.368,134.995,5
3172,The Sun Never Sets,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,4:00,4,0.54,0.929,5,-4.635,1,0.0489,0.000196,0.384,0.249,0.314,126.007,6
3173,Sing My Blues Away,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,3:26,4,0.555,0.868,9,-4.62,1,0.0284,0.00197,0.00377,0.0965,0.552,103.999,8
3174,When I Wake Up Tomorrow,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,3:27,4,0.585,0.869,2,-4.284,1,0.0285,0.000878,0.00185,0.08,0.287,114.017,21
3175,Blood Red Lips,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,2:58,4,0.471,0.971,0,-4.118,1,0.0391,2.5e-05,0.571,0.343,0.467,127.283,8
3176,Heart On The Line,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,4:19,4,0.457,0.988,2,-3.853,1,0.062,0.00177,0.527,0.727,0.449,158.054,16
3177,Do You Believe Me?,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,4:45,4,0.385,0.938,9,-3.78,1,0.0499,8.65e-05,0.152,0.0903,0.547,182.044,7
3178,Long Time No See Ya,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,2:54,4,0.529,0.963,9,-3.738,1,0.0509,7.09e-05,0.00146,0.196,0.544,96.511,5
3179,Roll Me,Cheap Trick,"Bang, Zoom, Crazy…Hello",2016,2:57,4,0.532,0.993,9,-2.751,1,0.0644,0.000589,0.141,0.297,0.621,129.974,7
3180,Silent Night,Cheap Trick,Christmas Christmas,2017,3:56,3,0.151,0.413,2,-9.175,1,0.0335,0.146,0.000228,0.0988,0.0411,89.806,2
3181,Our Father Of Life,Cheap Trick,Christmas Christmas,2017,3:16,4,0.217,0.427,4,-8.512,1,0.0303,0.558,0.000237,0.108,0.131,110.049,1
3182,Remember Christmas,Cheap Trick,Christmas Christmas,2017,3:00,4,0.242,0.414,5,-8.195,1,0.0298,0.821,0.00673,0.35,0.221,145.279,2
3183,Merry Christmas Darlings,Cheap Trick,Christmas Christmas,2017,3:44,4,0.487,0.956,7,-4.682,1,0.0822,0.0429,7.17e-06,0.364,0.351,126.989,3
3184,Father Christmas,Cheap Trick,Christmas Christmas,2017,3:55,4,0.441,0.925,2,-4.295,1,0.0476,6.29e-05,0.135,0.111,0.436,129.988,3
3185,Please Come Home For Christmas,Cheap Trick,Christmas Christmas,2017,3:29,3,0.295,0.775,11,-4.149,1,0.0406,0.17,0.000467,0.15,0.465,185.17,1
3186,Christmas Christmas,Cheap Trick,Christmas Christmas,2017,2:16,4,0.336,0.942,9,-3.963,1,0.141,0.00225,0.00524,0.0974,0.143,180.38,5
3187,Run Rudolph Run,Cheap Trick,Christmas Christmas,2017,3:58,4,0.373,0.975,2,-3.851,1,0.0968,0.00276,0.441,0.248,0.236,163.986,3
3188,Merry Xmas Everybody,Cheap Trick,Christmas Christmas,2017,3:17,4,0.468,0.937,7,-3.695,1,0.0624,0.000105,0.0019,0.171,0.414,127.063,2
3189,I Wish It Was Christmas Today,Cheap Trick,Christmas Christmas,2017,3:14,4,0.383,0.984,8,-3.573,1,0.103,0.000246,0.291,0.24,0.304,164.969,6
3190,I Wish It Could Be Christmas Every Day,Cheap Trick,Christmas Christmas,2017,3:35,4,0.432,0.924,9,-3.434,1,0.0435,0.000998,9.05e-05,0.109,0.706,136.993,3
3191,Merry Christmas (I Don't Want To Fight Tonight),Cheap Trick,Christmas Christmas,2017,2:07,4,0.435,0.987,0,-3.083,1,0.091,0.00166,0.00747,0.0823,0.523,147.953,4
3192,Floating Down,Cheap Trick,We're All Alright!,2017,3:49,4,0.486,0.844,4,-5.998,1,0.0344,0.0231,5.65e-05,0.112,0.265,115.922,7
3193,She's Alright,Cheap Trick,We're All Alright!,2017,3:39,4,0.623,0.83,4,-5.7,1,0.0323,0.0121,5.41e-05,0.0732,0.671,101.985,6
3194,The Rest Of My Life,Cheap Trick,We're All Alright!,2017,4:18,4,0.233,0.835,9,-5.212,1,0.0761,0.000136,0.351,0.28,0.147,204.187,5
3195,Lolita,Cheap Trick,We're All Alright!,2017,3:16,4,0.558,0.902,0,-4.82,1,0.0404,0.000366,0.188,0.356,0.578,117.009,6
3196,Listen To Me,Cheap Trick,We're All Alright!,2017,3:13,4,0.354,0.973,9,-4.441,1,0.103,2.2e-05,0.798,0.318,0.484,175.974,4
3197,Nowhere,Cheap Trick,We're All Alright!,2017,2:45,4,0.348,0.95,9,-4.326,1,0.0912,1.67e-05,0.0521,0.061,0.675,185.917,5
3198,Long Time Coming,Cheap Trick,We're All Alright!,2017,3:12,4,0.555,0.989,9,-3.672,1,0.0759,0.00165,0.000267,0.61,0.51,131.042,11
3199,Radio Lover,Cheap Trick,We're All Alright!,2017,2:46,4,0.311,0.98,9,-3.629,1,0.0971,0.000255,0.00127,0.278,0.471,189.979,13
3200,Brand New Name On An Old Tattoo,Cheap Trick,We're All Alright!,2017,3:32,4,0.546,0.964,7,-3.531,1,0.0395,0.00578,1.16e-05,0.412,0.479,101.035,5
3201,You Got It Going On,Cheap Trick,We're All Alright!,2017,3:11,4,0.448,0.983,0,-3.354,1,0.078,3.4e-05,0.145,0.25,0.48,150.036,11
3463,Gently I'll Wake You,Chicago,Chicago XXX,2006,4:30,4,0.502,0.654,2,-6.173,1,0.0433,0.331,6.17e-06,0.0811,0.568,159.926,9
3464,Harry Truman - 2002 Remaster,Chicago,Chicago XXX,2006,3:49,4,0.617,0.834,11,-5.594,0,0.0617,0.0588,5.47e-06,0.312,0.604,104.987,8
3465,Life Saver,Chicago,Chicago XXX,2006,4:32,4,0.538,0.454,0,-5.578,1,0.0273,0.0337,0.0,0.195,0.289,137.935,7
3466,Hanky Panky,Chicago,Chicago XXX,2006,4:05,4,0.598,0.507,5,-5.565,1,0.0295,0.407,0.0,0.171,0.33,136.032,7
3467,The Inner Struggles of a Man - 2003 Remaster,Chicago,Chicago XXX,2006,3:52,4,0.635,0.443,0,-5.538,1,0.0295,0.678,0.0,0.122,0.351,137.956,10
3468,Hollywood - 2002 Remaster,Chicago,Chicago XXX,2006,6:50,4,0.693,0.877,2,-5.507,1,0.0355,0.0625,0.00293,0.343,0.592,105.613,6
3469,Once Upon a Time - 2002 Remaster,Chicago,Chicago XXX,2006,4:36,4,0.774,0.792,0,-5.287,1,0.0319,0.0154,0.000684,0.194,0.805,106.992,5
3470,A Hit by Varèse - 2002 Remaster,Chicago,Chicago XXX,2006,3:55,4,0.604,0.796,7,-4.962,1,0.0395,0.0673,6.1e-06,0.0975,0.685,112.017,5
3471,Till We Meet Again,Chicago,Chicago XXX,2006,4:00,4,0.551,0.655,2,-4.938,1,0.0406,0.259,0.0,0.156,0.712,159.877,8
3472,I Don't Want Your Money - 2004 Remaster,Chicago,Chicago XXX,2006,4:40,3,0.643,0.829,5,-4.445,0,0.0665,0.128,0.0,0.109,0.687,147.028,4
3473,"Oh, Thank You Great Spirit",Chicago,Chicago XXX,2006,4:16,4,0.621,0.819,5,-4.283,1,0.0612,0.144,0.0,0.124,0.718,114.008,8
3474,Run Away - 2003 Remaster,Chicago,Chicago XXX,2006,3:47,4,0.505,0.585,5,-4.183,1,0.0303,0.429,1.43e-06,0.268,0.175,133.995,11
3475,Hard Habit to Break - 2006 Remaster,Chicago,Chicago XXX,2006,3:38,4,0.422,0.823,4,-3.664,1,0.0498,0.00206,0.00384,0.154,0.434,186.038,13
3476,Anxiety's Moment - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:59,4,0.795,0.372,2,-13.52,0,0.0806,0.125,1.23e-06,0.0889,0.74,92.102,3
3477,West Virginia Fantasies - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:15,4,0.673,0.439,1,-13.099,1,0.035,0.599,4.4e-05,0.0616,0.65,74.982,3
3478,Dialogue (Pt. II) - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:14,4,0.488,0.558,9,-11.264,0,0.0301,0.558,0.127,0.176,0.424,140.188,5
3479,You Get It Up,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:56,4,0.508,0.549,1,-9.593,1,0.0275,0.0351,0.0,0.372,0.398,137.426,9
3480,Free - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,5:18,4,0.538,0.893,7,-8.66,0,0.0509,0.0953,1.46e-06,0.326,0.579,92.196,4
3481,Long Time No See,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:31,4,0.294,0.412,10,-8.24,1,0.0331,0.342,0.0,0.165,0.29,108.168,8
3482,Free Country - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,5:25,4,0.592,0.897,2,-8.138,1,0.0584,0.105,3.7e-05,0.107,0.63,100.568,4
3483,Now That You've Gone - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:42,4,0.513,0.884,5,-8.052,0,0.0918,0.0139,1.37e-05,0.337,0.588,183.931,5
3484,Colour My World - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:35,4,0.65,0.942,1,-7.943,1,0.114,0.103,0.00354,0.0876,0.506,124.989,3
3485,Flight 602 - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:45,4,0.446,0.951,1,-7.637,0,0.0865,0.0111,0.00325,0.0826,0.453,177.967,4
3486,All Is Well - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:16,4,0.564,0.849,5,-7.604,1,0.0501,0.00314,0.0,0.148,0.462,95.208,5
3487,Motorboat to Mars - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:59,4,0.396,0.869,9,-7.347,0,0.0832,0.0381,0.0,0.0929,0.539,107.261,4
3488,Dialogue (Pt. I) - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:11,4,0.536,0.791,8,-7.209,1,0.0382,0.3,1.13e-05,0.0866,0.304,137.144,5
3489,In Terms of Two - 2002 Remaster,Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:17,4,0.592,0.908,5,-6.817,1,0.052,0.00923,1.36e-05,0.166,0.51,110.712,6
3490,Prelude (Little One),Chicago,Chicago XXXII: Stone of Sisyphus,2008,4:11,4,0.6,0.985,10,-5.657,0,0.0869,0.00299,0.0127,0.0789,0.47,126.299,10
3491,Poem 58 - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,5:06,4,0.342,0.266,10,-9.969,1,0.0302,0.751,7e-06,0.159,0.216,74.46,1
3492,South California Purples - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:26,4,0.585,0.333,7,-8.098,1,0.0383,0.36,4.48e-05,0.0894,0.42,131.768,1
3493,Questions 67 and 68 - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:05,4,0.473,0.531,11,-8.031,1,0.0293,0.222,0.00425,0.0971,0.212,169.942,1
3494,"Prologue, August 29, 1968 - 2002 Remaster",Chicago,O Christmas Three (2023 Remaster),2011,3:12,4,0.318,0.408,7,-7.966,0,0.0376,0.68,0.0,0.261,0.206,183.915,1
3495,Liberation - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:20,4,0.765,0.799,4,-7.066,0,0.0488,0.244,0.184,0.0642,0.744,115.998,1
3496,Free Form Guitar - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:32,4,0.643,0.681,5,-6.716,0,0.0343,0.133,2.04e-06,0.0806,0.713,95.002,1
3497,Introduction - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:30,4,0.805,0.475,8,-6.643,1,0.0311,0.413,4.28e-05,0.622,0.57,112.387,0
3498,Listen - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,4:12,4,0.653,0.786,5,-6.268,1,0.0552,0.157,0.0,0.249,0.86,104.891,1
3499,I'm a Man - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:38,4,0.626,0.805,6,-5.817,1,0.0347,0.0032,0.0111,0.251,0.514,139.94,1
3500,Movin' In - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:44,3,0.512,0.71,4,-5.774,1,0.0463,0.318,3.37e-05,0.0888,0.487,158.68,1
3501,Does Anybody Really Know What Time It Is? - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:50,4,0.713,0.671,0,-5.7,1,0.0307,0.249,0.0,0.0775,0.729,83.999,1
3502,The Road - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,2:53,4,0.645,0.807,9,-4.84,1,0.0319,0.159,0.0,0.0642,0.799,149.927,1
3503,"Someday (August 29, 1968) - 2002 Remaster",Chicago,O Christmas Three (2023 Remaster),2011,4:09,4,0.794,0.876,2,-4.345,1,0.0363,0.182,6.14e-06,0.169,0.813,119.936,1
3504,Beginnings - 2002 Remaster,Chicago,O Christmas Three (2023 Remaster),2011,3:28,4,0.557,0.861,2,-3.525,1,0.0565,0.0206,5.44e-06,0.08,0.859,151.899,1
3505,Does Anybody Really Know What Time It Is?,Chicago,The Nashville Sessions,2013,3:02,3,0.345,0.338,5,-10.772,1,0.0274,0.862,0.678,0.0981,0.104,154.822,26
3506,I Believe,Chicago,The Nashville Sessions,2013,2:57,4,0.62,0.716,9,-8.856,1,0.058,0.055,1.32e-06,0.156,0.745,77.538,14
3507,Let's Take a Lifetime - 2008 Remaster,Chicago,The Nashville Sessions,2013,3:56,4,0.576,0.691,7,-7.948,1,0.0265,0.0691,9.58e-05,0.181,0.629,114.489,20
3508,What the World Needs Now Is Love,Chicago,The Nashville Sessions,2013,3:45,4,0.58,0.59,10,-7.906,1,0.0293,0.262,0.000287,0.122,0.546,107.334,34
3509,Here We Come a Caroling,Chicago,The Nashville Sessions,2013,4:09,4,0.369,0.751,0,-7.855,1,0.0322,0.00103,0.000722,0.0674,0.537,159.425,36
3510,Sleeping in the Middle of the Bed - 2008 Remaster,Chicago,The Nashville Sessions,2013,2:47,4,0.556,0.717,11,-7.847,0,0.035,0.0617,0.0037,0.14,0.567,108.25,20
3511,"Merry Christmas, I Love You - Ballad Version",Chicago,The Nashville Sessions,2013,3:59,4,0.527,0.689,7,-7.788,1,0.044,0.0742,1.87e-05,0.175,0.743,130.376,36
3512,Now,Chicago,The Nashville Sessions,2013,3:47,4,0.393,0.557,7,-7.769,0,0.0349,0.241,0.0,0.0844,0.571,176.595,28
3513,Caravan,Chicago,The Nashville Sessions,2013,4:34,4,0.232,0.445,0,-7.453,1,0.0287,0.359,0.000204,0.1,0.246,168.272,16
3514,Where Were You,Chicago,The Nashville Sessions,2013,3:25,4,0.564,0.591,0,-7.423,1,0.0281,0.174,8.24e-06,0.113,0.688,117.873,19
3515,Crazy Idea,Chicago,The Nashville Sessions,2013,3:24,4,0.503,0.808,0,-6.56,1,0.0603,0.0184,0.000262,0.332,0.617,123.908,41
3516,Chicago,Chicago,The Nashville Sessions,2013,4:49,4,0.42,0.724,0,-6.554,1,0.0319,0.0199,0.00653,0.247,0.566,90.07,16
3517,Free at Last,Chicago,The Nashville Sessions,2013,4:54,4,0.445,0.85,5,-6.34,1,0.067,0.0011,0.0038,0.0855,0.402,147.241,30
3518,"Back to You - Live in Chicago, IL, 1999",Chicago,The Nashville Sessions,2013,3:00,4,0.485,0.722,8,-6.129,1,0.0706,0.0229,0.00186,0.113,0.536,125.093,18
3519,"Hard Habit to Break - Live in Chicago, IL, 1999",Chicago,The Nashville Sessions,2013,3:52,4,0.523,0.823,10,-5.846,1,0.049,0.00357,6.23e-05,0.269,0.601,125.997,17
3520,Fancy Colours - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,3:59,4,0.697,0.493,8,-11.266,1,0.0596,0.0351,0.000156,0.162,0.155,92.014,3
3521,Happy 'Cause I'm Going Home - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,4:12,4,0.691,0.541,7,-11.176,1,0.0592,0.551,0.00502,0.11,0.688,87.969,4
3522,Rediscovery - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,5:18,4,0.283,0.337,1,-11.167,1,0.0322,0.529,0.0,0.199,0.377,77.555,6
3523,Happy Man,Chicago,Now (Chicago XXXVI),2014,5:15,4,0.697,0.601,0,-10.14,1,0.0358,0.0705,7.82e-06,0.114,0.462,99.959,7
3524,Saturday in the Park - 2002 Remaster,Chicago,Now (Chicago XXXVI),2014,5:02,4,0.615,0.767,0,-10.023,1,0.0501,0.0133,0.000108,0.0798,0.726,155.918,5
